USID,Constellation,Name,B,B->F->VAR->G,F,G.,Var,HD,HIP,RA,Dec,"vis. mag.","abs. mag.",Dist. (ly),Sp. class,Notes https://en.wikipedia.org/wiki/Lists_of_stars_by_constellation,RA angle,Dec Angle,Latin Constellation,Full Designation
10331,Taurus,,,HD 22695,,,,22695,17058,03h 39m 25.73s,+16° 32′ 12.4″,6.18,0.72,403,K0III,,54.854,16.537,Tauri,HD 22695 Tauri
10332,Taurus,95 Tau,,95,95,,,29859,21961,04h 43m 13.75s,+24° 05′ 20.3″,6.18,2.69,163,F7IV-V,,70.804,24.089,Tauri,95 Tauri
10333,Taurus,,,HD 24802,,,,24802,18508,03h 57m 26.39s,+24° 27′ 43.0″,6.19,−1.40,1072,K0,,59.358,24.462,Tauri,HD 24802 Tauri
10334,Taurus,,,HD 36589,,,,36589,26072,05h 33m 38.84s,+20° 28′ 27.2″,6.19,−0.76,799,B6V,,83.408,20.474,Tauri,HD 36589 Tauri
10335,Taurus,,,HD 32482,,,,32482,23589,05h 04m 21.58s,+21° 16′ 40.8″,6.2,−0.18,615,K0,,76.088,21.278,Tauri,HD 32482 Tauri
10336,Taurus,,,HD 34810,,,,34810,24977,05h 20m 56.62s,+19° 48′ 51.7″,6.2,−0.21,625,K0III,,80.233,19.814,Tauri,HD 34810 Tauri
10337,Taurus,,,HD 29459,,,,29459,21689,04h 39m 23.14s,+25° 13′ 05.9″,6.21,0.97,363,A5Vn,,69.846,25.218,Tauri,HD 29459 Tauri
10338,Taurus,52 G. Tau,,52 G,,52,,28191,20771,04h 27m 00.66s,+02° 04′ 46.4″,6.23,0.81,395,K1III,,66.750,2.079,Tauri,52 G Tauri
10339,Taurus,113 Tau,,113,113,,,35532,25410,05h 26m 05.72s,+16° 42′ 00.6″,6.23,−0.28,655,B2Vn,,81.521,16.700,Tauri,113 Tauri
10340,Taurus,V731 Tau,,V731,,,V731,37967,26964,05h 43m 19.50s,+23° 12′ 15.9″,6.23,−1.41,1098,B2.5Ve,γ Cas variable; Be star,85.829,23.204,Tauri,V731 Tauri
10341,Taurus,40 G. Tau,,40 G,,40,,26676,19720,04h 13m 34.55s,+10° 12′ 45.1″,6.24,0.3,502,B8Vn,,63.392,10.213,Tauri,40 G Tauri
10342,Taurus,,,HD 28867,,,,28867,21251,04h 33m 33.04s,+18° 01′ 00.3″,6.24,0.68,423,B9IVn,,68.388,18.017,Tauri,HD 28867 Tauri
10343,Taurus,,,HD 26703,,,,26703,19736,04h 13m 49.83s,+12° 45′ 13.5″,6.25,1.04,359,K0,,63.454,12.754,Tauri,HD 26703 Tauri
10344,Taurus,108 Tau,,108,108,,,34053,24512,05h 15m 27.66s,+22° 17′ 05.5″,6.26,−0.26,657,A2V,,78.863,22.285,Tauri,108 Tauri
10345,Taurus,,,HD 36859,,,,36859,26291,05h 35m 55.52s,+27° 39′ 44.7″,6.27,−0.68,799,K0,,83.979,27.662,Tauri,HD 36859 Tauri
10346,Taurus,24 Tau,,24,24,,,23629,,03h 47m 20.90s,+24° 06′ 58.0″,6.28,,,A0V,,56.833,24.116,Tauri,24 Tauri
10347,Taurus,84 Tau,,84,84,,V1146,28595,21082,04h 31m 07.16s,+15° 06′ 18.6″,6.28,0.55,455,M3III,V1146 Tau,67.779,15.105,Tauri,84 Tauri
10348,Taurus,,,HD 21379,,,,21379,16095,03h 27m 18.67s,+12° 44′ 07.1″,6.29,1.2,340,A0Vs,,51.825,12.735,Tauri,HD 21379 Tauri
10349,Taurus,,,HD 36160,,,,36160,25806,05h 30m 43.32s,+22° 27′ 44.3″,6.29,0.87,395,K0,,82.679,22.462,Tauri,HD 36160 Tauri
10350,Taurus,V766 Tau,,V766,,,V766,24155,18033,03h 51m 15.86s,+13° 02′ 46.1″,6.3,0.63,443,B9p Si,α² CVn variable,57.813,13.046,Tauri,V766 Tauri
10351,Taurus,,,HD 25175,,,,25175,18717,04h 00m 36.89s,+17° 17′ 48.2″,6.31,−0.95,924,A0V,,60.150,17.297,Tauri,HD 25175 Tauri
10352,Taurus,48 Tau,,48,48,,V1099,26911,19877,04h 15m 46.21s,+15° 24′ 02.7″,6.31,3.07,145,F5Vvar,V1099 Tau; member of the Hyades star cluster,63.942,15.401,Tauri,48 Tauri
10353,Taurus,47 G. Tau,,47 G,,47,,27386,20188,04h 19m 37.43s,+10° 07′ 17.5″,6.31,0.05,583,K0,,64.904,10.121,Tauri,47 G Tauri
10354,Taurus,V774 Tau,,V774,,45,V774,26923,19859,04h 15m 28.86s,+06° 11′ 13.6″,6.32,4.69,69,G0IV...,BY Draconis variable,63.867,6.187,Tauri,V774 Tauri
10355,Taurus,,,HD 29104,,,,29104,21408,04h 35m 42.57s,+19° 52′ 54.6″,6.33,0.56,464,G5II-III+...,,68.925,19.882,Tauri,HD 29104 Tauri
10356,Taurus,,,HD 31362,,,,31362,22949,04h 56m 15.59s,+24° 35′ 32.1″,6.33,3.15,141,F0,,74.063,24.592,Tauri,HD 31362 Tauri
10357,Taurus,62 Tau,,62,62,,,27778,20533,04h 23m 59.76s,+24° 18′ 03.7″,6.34,−0.40,726,B3V,,65.996,24.301,Tauri,62 Tauri
10358,Taurus,,,HD 30122,,,,30122,22128,04h 45m 42.46s,+23° 37′ 40.9″,6.34,−0.33,704,B5III,,71.425,23.628,Tauri,HD 30122 Tauri
10359,Taurus,,,HD 24368,,,,24368,18201,03h 53m 34.46s,+25° 40′ 58.7″,6.35,0.52,478,A2V,,58.392,25.683,Tauri,HD 24368 Tauri
10360,Taurus,25 G. Tau,,25 G,,25,,25102,18658,03h 59m 40.41s,+10° 19′ 49.5″,6.35,3.38,128,F5V,member of the Hyades star cluster,59.917,10.330,Tauri,25 G Tauri
10361,Taurus,,,HD 34762,,,,34762,24984,05h 20m 59.34s,+27° 57′ 26.3″,6.35,−0.29,695,B9IV,,80.246,27.957,Tauri,HD 34762 Tauri
10362,Taurus,,,HD 37784,,,,37784,26853,05h 42m 03.99s,+22° 39′ 37.4″,6.35,1.14,359,K2,,85.513,22.660,Tauri,HD 37784 Tauri
10363,Taurus,,,HD 31236,,,,31236,22850,04h 54m 58.32s,+19° 29′ 07.6″,6.36,2.19,222,F3IV,member of the Hyades star cluster,73.742,19.485,Tauri,HD 31236 Tauri
10364,Taurus,1 G. Tau,,1 G,,1,,21018,15807,03h 23m 38.99s,+04° 52′ 55.6″,6.37,−1.30,1116,G5III,,50.908,4.882,Tauri,1 G Tauri
10365,Taurus,,,HD 28086,,,,28086,20698,04h 26m 01.34s,+04° 22′ 24.6″,6.37,−0.06,631,K0,,66.504,4.373,Tauri,HD 28086 Tauri
10366,Taurus,58 G. Tau,,58 G,,58,,28736,21152,04h 32m 04.74s,+05° 24′ 36.1″,6.37,3.19,141,F5V,member of the Hyades star cluster,68.017,5.410,Tauri,58 G Tauri
10367,Taurus,,,HD 28271,,,,28271,20904,04h 28m 51.98s,+30° 21′ 41.5″,6.38,2.71,177,F7V,,67.213,30.361,Tauri,HD 28271 Tauri
10368,Taurus,,,HD 22522,,,,22522,16924,03h 37m 47.82s,+15° 25′ 50.2″,6.4,2.05,241,A5IV,,54.446,15.431,Tauri,HD 22522 Tauri
10369,Taurus,5 G. Tau,,5 G,,5,,21585,16226,03h 29m 03.80s,+03° 14′ 55.3″,6.41,0.68,455,G5,,52.263,3.249,Tauri,5 G Tauri
10370,Taurus,,,HD 27860,,,,27860,20558,04h 24m 14.47s,+12° 09′ 28.9″,6.42,−0.28,713,K0,,66.058,12.158,Tauri,HD 27860 Tauri
10371,Taurus,,,HD 37439,,,,37439,26616,05h 39m 27.11s,+21° 45′ 46.8″,6.42,−0.11,660,A1Vn,,84.863,21.763,Tauri,HD 37439 Tauri
10372,Taurus,Sterope II,,22,22,,,23441,17588,03h 46m 02.89s,+24° 31′ 40.8″,6.43,1.25,354,A0Vn,Asterope; member of the Pleiades star cluster,56.508,24.528,Tauri,22 Tauri
10373,Taurus,,,HD 23712,,,,23712,17759,03h 48m 06.56s,+24° 59′ 18.5″,6.44,−0.33,738,K5,,57.025,24.988,Tauri,HD 23712 Tauri
10374,Taurus,70 Tau,,70,70,,,27991,20661,04h 25m 37.25s,+15° 56′ 27.9″,6.44,3.1,152,F7V,member of the Hyades star cluster,66.404,15.941,Tauri,70 Tauri
10375,Taurus,,,HD 37329,,,,37329,26571,05h 38m 57.36s,+26° 37′ 05.1″,6.45,0.87,426,G9III,,84.738,26.618,Tauri,HD 37329 Tauri
10376,Taurus,2 G. Tau,,2 G,,2,,21032,15800,03h 23m 36.31s,+00° 54′ 37.1″,6.47,1.2,369,K0,,50.900,0.910,Tauri,2 G Tauri
10377,Taurus,26 Tau,,26,26,,,23822,17832,03h 48m 56.91s,+23° 51′ 26.2″,6.47,2.11,243,F0,,57.233,23.857,Tauri,26 Tauri
10378,Taurus,55 G. Tau,,55 G,,55,,28505,20985,04h 30m 02.30s,+10° 15′ 44.7″,6.47,1.22,365,G8III,,67.508,10.262,Tauri,55 G Tauri
10379,Taurus,,,HD 38263,,,,38263,27116,05h 45m 01.30s,+12° 53′ 18.1″,6.47,1.33,348,A3,,86.254,12.888,Tauri,HD 38263 Tauri
10380,Taurus,,,HD 32642,,,,32642,23695,05h 05m 32.11s,+19° 48′ 24.3″,6.48,0.71,464,A5m,,76.383,19.807,Tauri,HD 32642 Tauri
10381,Taurus,,,HD 38524,,,,38524,27353,05h 47m 34.66s,+25° 34′ 07.1″,6.48,−0.95,997,K1III,,86.892,25.569,Tauri,HD 38524 Tauri
10382,Taurus,9 G. Tau,,9 G,,9,,22211,16695,03h 34m 49.10s,+06° 25′ 03.8″,6.49,0.84,439,G0,,53.704,6.418,Tauri,9 G Tauri
10383,Taurus,37 G. Tau,,37 G,,37,,26292,19434,04h 09m 43.04s,+03° 19′ 22.2″,6.49,2.51,204,F2,,62.429,3.323,Tauri,37 G Tauri
